"ParticipantNumber","OverallExperience","PreRegImp","PreregExp1","PreregUse_1","PreregUse_2","PreregUse_4","PreregUse_6","PreregUse_7","PreregUse_7_TEXT","PreRegExp2","PreRegExp2_TEXT","RRExp_1","RRExp_4","RRExp_5","RRExp_6","RRExp_7","RRExp_7_TEXT","prereg-concerns","PreRegConList","PreRegCon_delay","PreRegCon_look","PreRegCon_prevent_exp","PreRegCon_stifle_creativity","PreRegCon_scooping","PreRegCon_other","PreRegCon_text","PreRegCon_prevent_sig","PreRegCon_diff_pub","PreRegCon_none","CodeDef","CodeImp","CodeExp","CodeUse_useOthers","CodeUse_mine","CodeUse_reading","CodeUse_other","CodeUse_text","CodeUse_peer","Code-concerns","CodeConcernList","CodeCon_criticise","CodeCon_diff_understand","CodeCon_assistance","CodeCon_lose_control","CodeCon_errors","CodeCon_credit","CodeCon_other","CodeCon_text","CodeCon_none","CodeCon_violate","CodeCon_ip","OpenDataDef","OpenDataImp","OpenDataExp","DataUse_useOthers","DataUse_mine","DataUse_peer","DataUse_reading","DataUse_other","DataUse_text","Data-Concerns","DataConcernsList","DataConcern_criticise","DataConcern_ip","DataConcern_devalues","DataConcern_other","DataConcern_text","DataConcern_none","DataConcern_effort","DataConcern_unfair","DataConcern_credit","DataConcern_ethics","DataConcern_privacy","DataConcern_control","DataConcern_scoop","PrePubDef","PrePubImp","PrePubExp","PrePubUse_upload","PrePubUse_other","PrePubUse_text","PrePubUse_cited","PrePubUse_read","PrePub-Concerns","PrePubConcernsText","PrePubConcern_policy","PrePubConcern_scoop","PrePubConcern_noise","PrePubConcern_citations","PrePubConcern_other","PrePubConcern_text","PrePubConcern_compare","PrePubConcern_none","OAdef","OAprop","OAfees_free","OAfees_research_income","OAfees_centre","OAfees_school","OAfees_collab","OAfees_own_money","OAfees_other","OAfees_text","OAfees_withdrew","OAfees_waiver","OAfees_hdr","LastStudy","LastStudy_TEXT","OSmost_data","OSmost_code","OSmost_prepub","OSmost_prereg","OSmost_none","OSmost_OA","OSmost_unknown","OSmost_other","OSmost_text","OSmost_repo","OSTools_1","OSTools_2","OSTools_3","OSTools_4","OSTools_5","OSTools_6","OSTools_7","OSTools_8","OSTools_9","OSTools_10","OSTools_11","OSTools_12","OSTools_22","OSToolsOther","OSBarriers","OSBarriersText","OSFacilitate","OSBarrier_noOAFunding","OSBarrier_noCredit","OSBarrier_noMandate","OSBarrier_noInfo","OSBarrier_noInfrastructure","OSBarrier_noTimeEngage","OSBarrier_colleaguesDis","OSBarrier_noInterest","OSBarrier_none","OSBarrier_intimidating","OSBarrier_other","OSBarrier_text","OSBarrier_supervisorsDis","OSBarrier_noTraining","OSBarrier_independent","OSBarrier_noRecognition","OSBarrier_noSupport","OSBarrier_noOSFunding","OSBarrier_noTimeLearn","OSBarrier_noExpertise","DefRR","crisis","RepEstimate","self_rep_1","self_rep_2","self_rep_3","self_rep_5","self_rep_6","self_rep_4","LearnedFrom_9","LearnedFrom_9_TEXT","LearnedFrom_10","LearnedFrom_11","LearnedFrom_12","LearnedFrom_13","LearnedFrom_14","LearnedFrom_15","LearnedFrom_16","LearnedFrom_17","LearnedSpec","Teaching_1","Teaching_2","Teaching_3","Teaching_4","Teaching_5","Teaching_6","Teaching_6_TEXT","Teaching_7","Teaching_8","AcLevel_1","AcLevel_2","AcLevel_3","AcLevel_4","AcLevel_5","AcLevel_6","AcLevel_7","AcLevel_9","AcLevel_10","AcLevel_10_TEXT","AcLevel_12","AcLevel_13","funded","FundKnow","Thanks","FORcode_2_num","FORcode_2_label","FORcode_4_num","FORcode_4_label","discipline","crisis_num","OverallExp_num","PreRegImp_num_o","PreRegExp_num","CodeImp_num_o","CodeExp_num","DataExp_num","DataImp_num_o","PrePubImp_num_o","PrePubExp_num","OAprop_num_o","PreRegImp_num","CodeImp_num","DataImp_num","PrePubImp_num","OAprop_num","OverallExp","PreRegExp","DataImp","DataExp","AcLevel_Label"
1191,1,"Somewhat important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,"Extremely important","Unaware",NA,NA,NA,NA,NA,NA,1,"Having others plagiarize my code",1,1,1,1,1,1,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,"Plagiarism of research findings",1,1,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,5,"Significant Crisis",30,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,0,1,9," Engineering",912," Materials Engineering","Engineering","1","1","2","1","1","1","1","2","4","1","0","3","4","3","1","0","Unaware","Unaware","Somewhat important","Unaware","PhD Student"
1192,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Research direction may change throughout entire research period. Others reading may have more resources and could publish their data first before completion of my own work.",NA,1,1,1,1,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"May not be up to standard to be shared.",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,"Data could be specific for my research and of no actual use to others in the research community.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,1,NA,1,"Some",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,2,0,0,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,5,"Slight Crisis",80,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,8," Information and Computing Sciences",899," Other Information and Computing Sciences","Tech & Comp Sciences","2","3","4","1","2","2","2","1","3","1","4","1","3","4","2","1","Some","Unaware","Extremely important","Aware, But Not Used","PhD Student"
1193,2,"Somewhat unimportant",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,3,1,NA,1,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,"Not at all","Unaware",NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,0,0,1,0,0,0,0,0,0,1,0,1,NA,0,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,1,1,1,5,"Don't Know",50,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,12," Built Environment and Design",1203," Design Practice and Management","Other","4","2","3","2","1","2","3","2","4","1","5","2","4","3","1","5","Aware, But Not Used","Aware, But Not Used","Somewhat important","Some Use","Lecturer"
1194,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Plagiarism activities",NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,1,"Plagiarism",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,"Somewhat unimportant","Unaware",NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,"Some",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,4,"Slight Crisis",90,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,9," Engineering",913," Mechanical Engineering","Engineering","2","2","1","2","4","2","2","1","3","1","4","4","1","4","2","1","Aware, But Not Used","Aware, But Not Used","Extremely important","Aware, But Not Used","Masters Student"
1195,3,"Somewhat unimportant",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Giving your ideas without the reinforcement of the experimental data to test those ideas, may not be a problem for running a clinical trial on a particular substance or procedure.  However if the idea is really novel, it cannot help but float into the ether.  Does this deny an originator the notoriety of poublishing in the top echelon of journals?",NA,NA,1,1,1,NA,NA,NA,1,NA,1,"Somewhat important","Some Use",NA,1,NA,NA,NA,NA,1,"Case-by-case basis.  If I come  up with a great new nuclear device design or a simple to make version of fentanyl or similar, should I protect society from itself....or not?",NA,NA,NA,NA,NA,1,1,"Rather than the appropriate credit, one aspect, say of developing a technique over say 5 years might involve a set of questions that you can now solve, thus satisfying your own sense of discovery.  This sense if somewhat muted if someone else does it first.",NA,NA,1,1,2,3,NA,1,NA,NA,NA,NA,1,"Mainly in the case of a sequence of papers.  Either you can publish the first in open data style risking  to some degree the extent of capitalisation (eg the degree of research funding)....OR...you can wait until the data fo the main papers has been collected and published the sequence in one go (open).  However, of course the latter might  also mean no funding.  It is clear that without funding one's capacity to carry out empirical research is crippled.",NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,"Somewhat important","Extensive Experience",1,NA,NA,1,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,"Most",NA,1,1,1,1,1,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,2,2,1,0,1,2,0,0,0,0,1,NA,1,NA,1,"See case-by-case basis above","Perhaps decision rather than barrier is more appropriate",1,1,1,1,1,NA,NA,NA,NA,NA,1,"Re HDR students: How does a thesis by publication work in the open science framework. Does Swinburne require refereed publication?....etc",NA,NA,NA,1,NA,NA,NA,NA,4,"Slight Crisis",29,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11," Medical and Health Sciences",1109," Neurosciences","Medical & Health Sciences","2","3","3","2","2","3","3","2","2","4","2","2","3","3","3","3","Some","Aware, But Not Used","Somewhat important","Some Use","Professor"
1196,2,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,"Someone might copy the idea before publishing",NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,4,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,"I don't know",NA,NA,NA,NA,NA,NA,1,"Haven't published a paper yet",NA,NA,NA,7,"Haven't published yet",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not sure",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,"Don't Know",30,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,17," Psychology and Cognitive Sciences",1701," Psychology","Psyc & Cog Sciences","4","2","1","2","4","2","2","4","2","1","5","4","1","1","3","5","Aware, But Not Used","Aware, But Not Used","Not at all","Aware, But Not Used","PhD Student"
1197,2,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"That for any reason I can't recruit as many participants as I mention in the registration and therefore I won't be able to publish my results.",1,NA,NA,1,NA,NA,NA,NA,1,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,2,0,0,0,0,0,2,0,1,NA,1,"Time to share the data  /","Knowing about the different options and the most accessible programs to share data",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,"Significant Crisis",20,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,17," Psychology and Cognitive Sciences",1799," Other Psychology and Cognitive Sciences","Psyc & Cog Sciences","1","2","2","2","2","2","2","2","2","1",NA,"3","3","3","3",NA,"Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","PhD Student"
1198,1,"Extremely important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"Extremely important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,"Not at all","Unaware",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,"No Crisis",80,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,11," Medical and Health Sciences",1106," Human Movement and Sports Science","Medical & Health Sciences","3","1","1","2","1","2","2","1","4","1","0","4","4","4","1","0","Unaware","Aware, But Not Used","Extremely important","Aware, But Not Used","PhD Student"
1199,3,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"3","4","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Some","Unaware",NA,NA,"NA"
1200,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some",NA,NA,NA,"NA"
1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
1202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA"
1203,2,"Not at all",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Uncertain of most appropriate method at time of beginning research; method may evolve as research progresses.",NA,1,1,1,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Unaware",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"All",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Australia housing and urban research institute (ahuri)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No Crisis",75,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified","3","2","4","1","2","1","1","2","2","2","1","1","3","3","3","4","Aware, But Not Used","Unaware","Somewhat important","Unaware","NA"
1204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aware, But Not Used",NA,NA,NA,"NA"
1205,2,"Somewhat unimportant",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Somewhat important","Aware, But Not Used",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Somewhat unimportant","Aware, But Not Used",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Half",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified",NA,"2","3","1","2","2","2","2","3","2","3","2","3","3","2","2","Aware, But Not Used","Unaware","Somewhat important","Aware, But Not Used","NA"
1206,2,"Somewhat important",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Research orgs with large budgets can materialise projects quickly where an individual or small team cannot. Thus it makes projects vulnerable to those with more resources.",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"Somewhat important","Some Use",1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Not at all","Aware, But Not Used",NA,NA,NA,NA,NA,2,"No justifiable reason to do so.",1,1,NA,NA,NA,NA,1,NA,1,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"The tension between the occupational and professional requirements to publish and the ideology of open science cannot be fully reconciled until one of these barriers to the other is removed.",NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,4,"Significant Crisis",30,0,0,0,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Specified",NA,NA,"Not Specified","1","2","2","2","2","3","2","2","4","2","0","3","3","3","1","0","Aware, But Not Used","Aware, But Not Used","Somewhat important","Aware, But Not Used","NA"
